CLML;Cuiseur2PMP_J;Cuiseur2PSF_J;Cuiseur2Ratio_MP_J;Cuiseur2Ratio_PSF_J;Cuiseur2Tonne_J
05/12/2022 00:00:00;59.378;26.689;0.7073329007138222;1.6564638098667626;40.2
06/12/2022 00:00:00;68.493;31.028;0.5818944958504244;1.30718954248366;29.3
07/12/2022 00:00:00;73.073;30.921;0.487618600005875;1.1047517636097433;19.1
08/12/2022 00:00:00;41.241;16.176;0.6036859672035989;1.5331355093966372;27.8
09/12/2022 00:00:00;61.379999999999995;26.694000000000003;4.270139309509388;8.365470186888164;32.8
10/12/2022 00:00:00;69.099;29.322000000000003;0.5065196312537085;1.1990316968000603;37.4
11/12/2022 00:00:00;7.138;3.385;0.14009526478005044;0.29542097488921715;1
12/12/2022 00:00:00;77.24900000000002;30.858000000000004;0.6970128022759602;1.9718309859154932;37.2
13/12/2022 00:00:00;54.89;21.288;0.6122549745716684;1.55589704187476;35.2
14/12/2022 00:00:00;62.80499999999999;24.552999999999997;0.5639436416705705;1.426943241395031;32.7
15/12/2022 00:00:00;60.769999999999996;25.067000000000004;0.770568762040137;1.84282327682605;41.2
16/12/2022 00:00:00;66.89699999999999;29.125;1.1970389037643723;2.52156602521566;37.7
17/12/2022 00:00:00;46.900000000000006;18.51;0.4840085287846481;1.2263641274986492;22.7
18/12/2022 00:00:00;46.900000000000006;18.51;0.4840085287846481;1.2263641274986492;null
19/12/2022 00:00:00;68.623;27.682000000000002;0.6930967563071805;1.8005041411595246;39.7
20/12/2022 00:00:00;62.003;25.12;0.5354579617115302;1.321656050955414;33.4
21/12/2022 00:00:00;69.44800000000001;26.372999999999998;0.5513336313515124;1.444972288202692;38
22/12/2022 00:00:00;63.719999999999985;23.199;0.5371831458787982;1.4761798255423841;31.9
23/12/2022 00:00:00;54.659;22.228;0.48665361605591034;1.196688860896167;29.9
24/12/2022 00:00:00;97.06400000000002;34.813;0.5010619213559602;1.3877784123358081;42.9
25/12/2022 00:00:00;13.5;4.994999999999999;0.3333333333333333;0.900900900900901;4.5
26/12/2022 00:00:00;61.486000000000004;23.375999999999998;0.6173705626490811;2.5142857142857147;35.5
27/12/2022 00:00:00;69.385;28.117;0.5563282336578581;1.3285781470449913;37.9
28/12/2022 00:00:00;81.57300000000001;32.544000000000004;0.5528354873333039;1.420261388532145;45
29/12/2022 00:00:00;74.727;28.577000000000005;0.5772322080958644;1.591187270501836;44.6
30/12/2022 00:00:00;89.14300000000001;34.673;0.4995861416577982;1.1835562714475802;43.1
31/12/2022 00:00:00;156.09300000000005;61.19800000000001;0.3852900639017666;0.9824281150159744;38.2
01/01/2023 00:00:00;156.09300000000005;61.19800000000001;0.3852900639017666;0.9824281150159744;null
02/01/2023 00:00:00;48.63099999999999;18.293;1.2220238912536043;3.345864661654135;31.1
03/01/2023 00:00:00;53.869;23.166000000000004;0.4956468469806382;1.1776104941492136;41.1
04/01/2023 00:00:00;79.949;32.248;2.327127659574468;5.3825451749327184;42.2
05/01/2023 00:00:00;65.86;26.006000000000004;0.5314303067112056;1.3458432669383986;38.5
06/01/2023 00:00:00;81.41600000000001;30.879;5.840412621359223;12.60229132569558;40.5
07/01/2023 00:00:00;53.887;21.553;0.6678861615688944;1.6957390506021492;38.7
08/01/2023 00:00:00;6.327;2.802;null;null;null
09/01/2023 00:00:00;34.02;13.944;0.6001446131597976;1.4834673815907062;23.5
10/01/2023 00:00:00;82.039;34.164;0.5909278050906978;1.4714750934748522;45.5
11/01/2023 00:00:00;75.178;32.759;0.538996038703812;1.2571915619007032;36.9
12/01/2023 00:00:00;65.952;26.652000000000005;0.5291727316836488;1.3094702086147378;37.7
13/01/2023 00:00:00;46.915;18.014;0.5222210380475327;1.3600532918840902;24.5
14/01/2023 00:00:00;66.144;27.768;0.5987108052004807;1.4440813745124907;37.5
15/01/2023 00:00:00;6.814;3.123;0.2494863516289991;0.5443483829650976;1.8
16/01/2023 00:00:00;59.073;25.658;0.689862027594481;1.9051321928460343;32.6
17/01/2023 00:00:00;47.798;19.948;0.9040313319002325;2.117533452890054;41.9
18/01/2023 00:00:00;149.00899999999996;62.05;0.3718535469107552;0.8771929824561404;36.3
19/01/2023 00:00:00;74.416;30.538000000000004;0.5681818181818182;1.3720742534301855;37.6
20/01/2023 00:00:00;74.315;32.233;0.6550522648083624;1.610692254969157;40.9
21/01/2023 00:00:00;61.523;26.117;0.5266323163694878;1.2405712754144809;35.9
22/01/2023 00:00:00;13.337;5.572;0.27742370848016795;0.6640344580043073;3.7
23/01/2023 00:00:00;60.515;26.322999999999997;1.3179042108646735;3.282626100880704;36.1
24/01/2023 00:00:00;81.656;34.160000000000004;0.5402485143165856;1.3623462630085146;44.7
25/01/2023 00:00:00;68.292;29.705;0.5811102838360542;1.363210360398739;42.4
26/01/2023 00:00:00;74.18400000000001;28.988999999999997;6.078853046594983;14.74269819193324;38.9
27/01/2023 00:00:00;54.852000000000004;22.31;0.6016372423315909;1.5726000964785336;34.8
28/01/2023 00:00:00;73.789;32.627;0.5095610456843161;1.186099743358535;37.6
29/01/2023 00:00:00;73.789;32.627;0.5095610456843161;1.186099743358535;null
30/01/2023 00:00:00;67.88300000000001;26.381999999999994;0.6604450825556353;1.7228464419475655;37.2
31/01/2023 00:00:00;72.938;29.143000000000004;0.5004250185088706;1.2641898864809082;36.8
01/02/2023 00:00:00;60.70099999999999;24.463000000000005;1.7266771621552992;4.594594594594595;34
02/02/2023 00:00:00;68.962;27.357;1.8986417409084269;4.967520061138709;39.2
03/02/2023 00:00:00;61.564;24.901999999999997;0.6237616496661041;1.5896764540864037;36.4
04/02/2023 00:00:00;53.413999999999994;20.279;0.5567430531391361;1.4900552118672254;30.5
05/02/2023 00:00:00;6.505;2.869;0.4304381245196003;0.9759498082955732;2.8
06/02/2023 00:00:00;55.705;22.672000000000004;0.6488128106018775;1.6918646508279338;36.3
07/02/2023 00:00:00;79.61999999999999;31.595000000000002;0.5340873389883759;1.3527338865522338;41.1
08/02/2023 00:00:00;54.675000000000004;21.683999999999997;0.5413808870598994;1.4102320875229244;32.3
09/02/2023 00:00:00;54.429;21.509;0.5272924360175641;1.334977482307527;28.8
10/02/2023 00:00:00;52.852;22.122;0.5993340732519422;1.446683150086801;35.5
11/02/2023 00:00:00;67.646;28.502000000000002;0.5756315957787017;1.3215859030837003;35.6
12/02/2023 00:00:00;6.773;2.904;0.4429351838181013;1.0330578512396695;3
13/02/2023 00:00:00;60.815999999999995;24.64;0.6018615718384771;1.5619189289698772;32.6
14/02/2023 00:00:00;73.11899999999999;29.634;0.6397994855220632;1.6444394213381557;40.7
15/02/2023 00:00:00;80.538;32.73800000000001;0.5626363531978413;1.3801520983945168;38.3
16/02/2023 00:00:00;68.11;26.793000000000003;0.5649717514124294;1.4761983745231382;26.7
17/02/2023 00:00:00;79.82000000000001;32.994;null;null;null
18/02/2023 00:00:00;59.97999999999999;25.195999999999998;null;null;null
19/02/2023 00:00:00;7.159;2.852;null;null;null
20/02/2023 00:00:00;7.052;2.944;null;null;null
21/02/2023 00:00:00;66.505;28.447000000000003;null;null;null
22/02/2023 00:00:00;61.086000000000006;24.270000000000003;4.678309926779498;11.91258500802323;168.3
23/02/2023 00:00:00;73.4;28.630000000000003;0.5681390623824215;1.461903378836286;37.5
24/02/2023 00:00:00;65.82300000000001;27.285000000000004;0.5286905792807984;1.2754260582737764;35.8
25/02/2023 00:00:00;73.512;30.764000000000003;0.4675101865751662;1.1164029292774107;32.5
26/02/2023 00:00:00;6.243;2.705;0.048053820278712155;0.11090573012939;0.4
27/02/2023 00:00:00;67.31200000000001;24.902;0.6825006825006825;2.4154589371980677;39.5
28/02/2023 00:00:00;74.24300000000001;28.03;0.560636907836762;1.4311114965956895;37
01/03/2023 00:00:00;73.825;28.436;0.5675607500210207;1.4313394587161699;41.8
02/03/2023 00:00:00;79.72299999999998;32.918;6.218387384706932;14.529023288147377;34.7
03/03/2023 00:00:00;75.81;30.137999999999995;0.594883997620464;1.3724481043060557;37.4
04/03/2023 00:00:00;59.98700000000001;23.752000000000002;0.5501191924917065;1.428651465068071;33.1
05/03/2023 00:00:00;13.116;5.432;0.5489742848887604;1.2570294409526959;6.7
06/03/2023 00:00:00;86.083;35.878;0.7550886408404465;1.9870410367170626;38.2
07/03/2023 00:00:00;59.70700000000001;24.918;0.5629139072847682;1.3698630136986303;35.1
08/03/2023 00:00:00;79.15999999999998;32.080999999999996;0.5577995768417003;1.3594599662478903;41.8
09/03/2023 00:00:00;39.202000000000005;16.351;0.5487262806167805;1.4945652173913042;30.8
10/03/2023 00:00:00;47.056;20.11;2.5953220121755844;5.485946495089739;41.3
11/03/2023 00:00:00;72.087;30.138;0.501163719144454;1.2410601598653765;36
12/03/2023 00:00:00;78.72;33.242000000000004;0.49911447431975525;1.7193566278424848;3.1
13/03/2023 00:00:00;40.02199999999999;15.076999999999998;1.9821162444113265;4.8771543821048775;34.1
14/03/2023 00:00:00;73.51700000000001;28.724;0.5665061565889664;1.4758225540411494;41.4
15/03/2023 00:00:00;67.12;28.038999999999998;0.5467818831942789;1.3088911872748674;39.2
16/03/2023 00:00:00;59.614999999999995;23.161;0.5401325169839807;1.3902681231380338;34.9
17/03/2023 00:00:00;72.715;27.921;0.5140932458783903;1.4959598165538324;31.8
18/03/2023 00:00:00;68.257;26.72;0.4987842134796433;1.276188450494523;33.9
19/03/2023 00:00:00;19.802;8.4;0.2826153376107547;0.6641536528450908;3.7
20/03/2023 00:00:00;65.764;25.483;0.6918613301592026;1.9952799828363015;32.2
21/03/2023 00:00:00;55.331;20.863;0.5785802215839146;1.6730568142209827;32.4
22/03/2023 00:00:00;92.273;37.515;0.5116185291597359;1.17368177613321;44.7
23/03/2023 00:00:00;79.32000000000001;35.21;0.5437479771280613;1.302433655374832;38.5
24/03/2023 00:00:00;86.306;35.995999999999995;0.5359595350551033;1.3157894736842106;42.1
25/03/2023 00:00:00;92.732;38.873999999999995;0.5671836570797572;1.3345275414240931;35.7
26/03/2023 00:00:00;6.27;1.832;null;null;null
27/03/2023 00:00:00;52.991;20.537000000000003;0.5850654349499614;1.651287032540068;29.1
28/03/2023 00:00:00;64.947;27.504;0.6208553580009609;1.4816513761467889;35.8
29/03/2023 00:00:00;19.404;7.43;1.1956297670583385;3.1224764468371466;31.4
30/03/2023 00:00:00;47.67399999999999;19.325;1.8907226406024678;4.2660882140274765;38.8
31/03/2023 00:00:00;13.433;4.825;0.5732152162584679;1.5958549222797926;31.3
01/04/2023 00:00:00;13.433;4.825;0.5732152162584679;1.5958549222797926;27.9
02/04/2023 00:00:00;13.433;4.825;0.5732152162584679;1.5958549222797926;null
03/04/2023 00:00:00;40.183;15.45;2.5246489393486704;6.842105263157894;38
04/04/2023 00:00:00;67.447;25.563;0.553;1.459;37.7
05/04/2023 00:00:00;72.766;28.25;0.5733388114891868;1.4943655071043607;40.6
06/04/2023 00:00:00;60.485;23.891;0.628;1.5996878657822862;38
07/04/2023 00:00:00;51.765;19.526;0.767;2.033;39.70000000000073
08/04/2023 00:00:00;51.765;19.526;0.514;1.362;26.6
09/04/2023 00:00:00;51.765;19.526;null;null;null
10/04/2023 00:00:00;51.765;19.526;0.819;2.171;42.400000000001455
11/04/2023 00:00:00;46.995;17.4;0.887;5.878003696857671;41.8
12/04/2023 00:00:00;45.138;17.191;0.791;2.077;35.70000000000073
13/04/2023 00:00:00;65.747;25.814;0.546;1.391;35.900000000001455
14/04/2023 00:00:00;59.997;26.278;0.585;1.336;35.1
15/04/2023 00:00:00;65.088;28.343;0.579;1.33;37.8
16/04/2023 00:00:00;6.479;2.762;0.386;0.905;2.5
17/04/2023 00:00:00;52.532;21.393;0.579;2.164048865619546;30.5
18/04/2023 00:00:00;66.73;27.367;0.583;1.421;39
19/04/2023 00:00:00;66.501;26.737000000000002;0.58;1.44;36.5
20/04/2023 00:00:00;23.213;10.074;0.362;0.834;8.4
21/04/2023 00:00:00;23.213;10.074;0.362;0.834;null
22/04/2023 00:00:00;23.213;10.074;0.362;0.834;null
23/04/2023 00:00:00;23.213;10.074;0.362;0.834;null
24/04/2023 00:00:00;47.486000000000004;20.977;1.062;2.426;27.5
25/04/2023 00:00:00;79.739;33.955;0.555;1.36;43.8
26/04/2023 00:00:00;86.25500000000001;36.9;0.546;1.247;41.6
27/04/2023 00:00:00;81.20700000000001;33.788;0.646;1.56;40.8
28/04/2023 00:00:00;68.133;29.696;0.876;1.915;40.4
29/04/2023 00:00:00;67.083;29.579;0.497;1.132;32.4
30/04/2023 00:00:00;12.389;5.738;5.225806451612903;12.080536912751677;3.2
01/05/2023 00:00:00;48.064;18.686;0.892;2.359;26.8
02/05/2023 00:00:00;65.91;28.929000000000002;0.63;1.508;33.2
03/05/2023 00:00:00;73.87;35.331;0.678;1.364;39.6
04/05/2023 00:00:00;59.328;26.102;0.638;1.563;32.2
05/05/2023 00:00:00;59.917;26.807;0.847;2.337;34.8
06/05/2023 00:00:00;80.02399999999999;37.895999999999994;5.176260597947345;12.608695652173912;39.6
07/05/2023 00:00:00;7.361;3.158;0.462;1.077;3.400000000001455
08/05/2023 00:00:00;60.632;25.802;1.087;2.508;38.8
09/05/2023 00:00:00;79.805;35.08500000000001;0.734;1.818;46.1
10/05/2023 00:00:00;68.825;28.668;0.542;1.284;37.5
11/05/2023 00:00:00;80.36999999999999;35.077;0.585;1.369;44.4
12/05/2023 00:00:00;64.95100000000001;28.241999999999997;0.753;1.751;37.2
13/05/2023 00:00:00;68.199;30.229;0.622;1.553;38.4
14/05/2023 00:00:00;6.432;2.613;0.3420398009950249;0.8419441255262151;2.3
15/05/2023 00:00:00;58.778000000000006;24.943;0.76;1.819;38.1
16/05/2023 00:00:00;80.56700000000001;35.666;5.786755771567437;13.387210119465918;42.8
17/05/2023 00:00:00;72.553;32.814;0.682;1.459;43.6
18/05/2023 00:00:00;66.86699999999999;29.653999999999993;0.641;1.41;40.7
19/05/2023 00:00:00;67.496;29.819000000000003;5.828440498353144;12.875672255615312;35.6
20/05/2023 00:00:00;52.471999999999994;24.541000000000004;0.75;1.68;31.8
21/05/2023 00:00:00;6.684;3.294;0.628;1.275;4.200000000000728
22/05/2023 00:00:00;53.289;21.288;0.977;2.621;33.1
23/05/2023 00:00:00;75.549;34.237;1.056;2.259;43.4
24/05/2023 00:00:00;79.261;35.623999999999995;0.941;1.845;46
25/05/2023 00:00:00;54.41300000000001;23.465999999999998;1.16;2.601;35.3
26/05/2023 00:00:00;54.42699999999999;24.868;0.574;1.223;29.1
27/05/2023 00:00:00;80.652;35.910999999999994;0.665;1.448;45.4
28/05/2023 00:00:00;6.759;3.136;0.4142624648616659;0.8928571428571428;2.8
29/05/2023 00:00:00;60.907000000000004;25.474;0.897;2.392;37.3
30/05/2023 00:00:00;73.69400000000002;31.468000000000004;0.759;1.781;44.1
31/05/2023 00:00:00;79.582;35.47;1.019;2.243;45.2
01/06/2023 00:00:00;53.262;22.498;0.898;2.077;37
02/06/2023 00:00:00;66.141;28.682000000000002;1.112;2.484;42.2
03/06/2023 00:00:00;58.388000000000005;25.037000000000006;0.67;1.514;34
04/06/2023 00:00:00;13.452;5.642;0.394;0.939;5.3
05/06/2023 00:00:00;46.50599999999999;18.182000000000002;1.069;2.757;33.1
06/06/2023 00:00:00;80.06099999999999;35.578;0.619;1.397;47
07/06/2023 00:00:00;86.73299999999999;38.745000000000005;0.937;1.872;43.4
08/06/2023 00:00:00;78.553;35.624;0.632;1.42;45.1
09/06/2023 00:00:00;70.672;31.279;0.644;1.444;40.4
10/06/2023 00:00:00;60.582;26.052999999999997;0.696;1.538;38.3
11/06/2023 00:00:00;19.898;7.955;0.513;1.134;7.1
12/06/2023 00:00:00;60.977000000000004;25.814999999999998;0.804;1.855;39
13/06/2023 00:00:00;80.01;34.625;5.755608028335301;13.411279229711141;44.4
14/06/2023 00:00:00;73.714;33.514;0.614;1.33;39.5
15/06/2023 00:00:00;72.773;33.041;0.937;1.916;42.9
16/06/2023 00:00:00;66.89599999999999;30.355;0.839;1.884;39.7
17/06/2023 00:00:00;66.32300000000001;29.649;0.643;1.333;36.7
18/06/2023 00:00:00;6.575;2.609;0.6083650190114068;1.5331544653123803;4.1
19/06/2023 00:00:00;56.748;23.728;0.785;1.911;35.6
20/06/2023 00:00:00;65.005;28.105;1.058;2.603;46.1
21/06/2023 00:00:00;70.177;28.527000000000005;0.625;1.543;40.6
22/06/2023 00:00:00;80.314;34.735;0.641;1.378;49.7
23/06/2023 00:00:00;71.275;31.301;0.655;1.568;42.8
24/06/2023 00:00:00;59.67999999999999;25.822;0.8;1.953;35.5
25/06/2023 00:00:00;64.491;27.855;1.055;2.438;41
26/06/2023 00:00:00;41.4;19.099;0.761;1.73;27.2
27/06/2023 00:00:00;13.233;5.72;0.657;1.779;6.8
28/06/2023 00:00:00;13.233;5.72;0.657;1.779;null
29/06/2023 00:00:00;13.233;5.72;0.657;1.779;null
30/06/2023 00:00:00;13.233;5.72;0.657;1.779;null
01/07/2023 00:00:00;21.344;8.155000000000001;1.281;4.08;15.4
02/07/2023 00:00:00;6.551;2.64;0.41215081666921083;1.023;2.8
03/07/2023 00:00:00;33.629999999999995;11.522;1.2;4.486;24.3
04/07/2023 00:00:00;74.071;31.937;1.132;2.311;47.9
05/07/2023 00:00:00;67.203;28.479;0.981;2.002;47.9
06/07/2023 00:00:00;66.054;28.078999999999997;0.969;2.436;45.8
07/07/2023 00:00:00;73.209;33.379000000000005;0.752;1.597;45.3
08/07/2023 00:00:00;19.877;8.431000000000001;0.97;2.099;44.7
09/07/2023 00:00:00;19.877;8.431000000000001;0.97;2.099;18.700000000000728
10/07/2023 00:00:00;47.945;21.024;2.032;5.558;40.3
11/07/2023 00:00:00;60.580999999999996;26.320999999999998;0.711;1.607;42
12/07/2023 00:00:00;72.238;32.017;6.5359477124183005;16.178736517719567;44.7
13/07/2023 00:00:00;67.106;29.015;1.206;2.461;47.8
14/07/2023 00:00:00;78.578;32.885;0.677;1.591;48
15/07/2023 00:00:00;59.327;25.941;0.84;1.87;42.4
16/07/2023 00:00:00;19.055;8.79;0.809;1.754;9.9
17/07/2023 00:00:00;51.787;21.918;0.9234198376054769;2.1953065859197576;39
18/07/2023 00:00:00;64.848;27.786;0.67;1.552;40.7
19/07/2023 00:00:00;59.281;25.060000000000002;0.997;2.069;39.1
20/07/2023 00:00:00;64.787;28.511;0.813;1.706;44.4
21/07/2023 00:00:00;38.879000000000005;17.004;0.663;1.498;43
22/07/2023 00:00:00;25.931;12.278;2.897;6.946;28.9
23/07/2023 00:00:00;12.876000000000001;5.539;1.009;2.007;7
24/07/2023 00:00:00;19.463;7.8020000000000005;0.962;2.335;35
25/07/2023 00:00:00;19.463;7.8020000000000005;0.962;2.335;35.9
26/07/2023 00:00:00;39.389;17.359;3.437;7.673;42.9
27/07/2023 00:00:00;44.959;18.714;0.741;1.706;42.5
28/07/2023 00:00:00;20.39;9.100000000000001;4.946;11.413;47.6
29/07/2023 00:00:00;41.155;16.993000000000002;0.709;1.734;43.8
30/07/2023 00:00:00;41.155;16.993000000000002;0.709;1.734;35.8
31/07/2023 00:00:00;26.598000000000003;12.165000000000001;3.335;6.219;37.2
01/08/2023 00:00:00;59.886;25.705000000000002;0.788;1.852;44.4
02/08/2023 00:00:00;66.302;28.715999999999998;0.738;1.645;39.9
03/08/2023 00:00:00;52.219;23.321;1.347;2.94;42.4
04/08/2023 00:00:00;53.124;24.400000000000002;1.398;2.729;39.1
05/08/2023 00:00:00;66.431;30.459;0.802;1.745;44.4
06/08/2023 00:00:00;41.205;18.838;0.795;1.766;26.8
07/08/2023 00:00:00;66.775;29.864;0.827;1.795;44.7
08/08/2023 00:00:00;72.486;31.57;0.694;1.582;48.8
09/08/2023 00:00:00;71.627;31.561;0.823;1.848;45.1
10/08/2023 00:00:00;74.082;31.919;1.074;2.384;49.1
11/08/2023 00:00:00;66.269;28.66;0.646;1.509;42.2
12/08/2023 00:00:00;79.798;33.68;0.799;1.946;48.1
13/08/2023 00:00:00;12.651;3.7750000000000004;0.963;2.429;6.3
14/08/2023 00:00:00;52.953;21.704;0.705;1.694;35.7
15/08/2023 00:00:00;65.685;27.342;0.681;1.769;42.3
16/08/2023 00:00:00;71.153;31.817;6.49470290188853;12.017045454545453;42.1
17/08/2023 00:00:00;74.27900000000001;32.831;0.743;1.535;49.5
18/08/2023 00:00:00;65.322;27.793;0.645;1.356;8.9
19/08/2023 00:00:00;73.292;33.896;null;null;null
20/08/2023 00:00:00;6.327;3.027;null;null;null
21/08/2023 00:00:00;52.429;21.736;1926.701;4998.406;120.8
22/08/2023 00:00:00;72.331;32.321;18.355872967634095;42.31173380035026;44
23/08/2023 00:00:00;66.096;27.851000000000003;1.056;2.237;45.9
24/08/2023 00:00:00;57.369;24.396;0.81;1.846;37
25/08/2023 00:00:00;65.322;28.669;1.09;2.34;44.6
26/08/2023 00:00:00;59.388;28.032;1.187;2.31;41.5
27/08/2023 00:00:00;12.826;6.117;0.738;1.646;6.3
28/08/2023 00:00:00;52.763000000000005;22.202;1.601;4.642;40.5
29/08/2023 00:00:00;73.95;31.041;0.762;1.549;42.9
30/08/2023 00:00:00;67.011;27.815;0.989;2.153;44.1
31/08/2023 00:00:00;67.462;27.275;1.061;2.516;46.400000000001455
01/09/2023 00:00:00;79.923;34.091;0.649;1.505;50.3
02/09/2023 00:00:00;66.411;28.96;0.691;1.575;43.7
03/09/2023 00:00:00;6.52;3.131;0.16871165644171782;0.3513254551261578;1.1
04/09/2023 00:00:00;59.173;24.779;0.783;2.1294718909710393;39.6
05/09/2023 00:00:00;53.404;21.092;0.942;2.198;40.2
06/09/2023 00:00:00;60.718;26.648;0.706;1.727;41.2
07/09/2023 00:00:00;59.184000000000005;24.689;0.771;1.818;40.8
08/09/2023 00:00:00;46.438;18.401;1.196;2.716;41.2
09/09/2023 00:00:00;48.796;18.742;0.993;2.567;40.70000000000073
10/09/2023 00:00:00;51.83;22.977;0.846;1.941;36.3
11/09/2023 00:00:00;45.678;17.999000000000002;1.035;2.974;33
12/09/2023 00:00:00;57.89;25.024;1.055;2.301;44
13/09/2023 00:00:00;46.676;19.453;1.021;2.622;40.6
14/09/2023 00:00:00;53.326;21.224;0.841;2.165;40.6
15/09/2023 00:00:00;52.937;21.84;0.791;1.894;41
16/09/2023 00:00:00;39.269000000000005;17.335;0.766;1.943;30
17/09/2023 00:00:00;25.695;10.593;0.994;2.273;17.80000000000291
18/09/2023 00:00:00;26.928;9.185;1.614;5.416;22.9
19/09/2023 00:00:00;41.926;15.574;0.893;2.305;35.900000000001455
20/09/2023 00:00:00;13.551;4.476;0.974;2.949;13.3
21/09/2023 00:00:00;33.249;10.115;0.875;2.88;23.200000000000728
22/09/2023 00:00:00;20.39;9.708;1.7391304347826084;4.678362573099415;22.700000000000728
23/09/2023 00:00:00;33.233;12.761;0.734;1.85;22.2
24/09/2023 00:00:00;33.233;12.761;0.734;1.85;null
25/09/2023 00:00:00;13.977;5.327;2.275;5.97;31.80000000000291
26/09/2023 00:00:00;6.958;2.711;6.252;16.046;43.5
27/09/2023 00:00:00;19.862000000000002;8.063;1.979;4.874;39.3
28/09/2023 00:00:00;19.862000000000002;8.063;1.979;4.874;26.2
29/09/2023 00:00:00;35.660000000000004;12.201;4.168;10.521;53.7
30/09/2023 00:00:00;13.294;5.376;3.633;8.984;48.3
01/10/2023 00:00:00;7.044;3.219;1.902;4.163;13.5
02/10/2023 00:00:00;46.625;18.984;1.408;4.086;40.900000000001455
03/10/2023 00:00:00;19.622;9.434;1.947;4.049;38.20000000000073
04/10/2023 00:00:00;26.354;11.43;2.216;5.254;46
05/10/2023 00:00:00;31.577;13.04;1.631;4.11;35.1
06/10/2023 00:00:00;46.774;19.5;1.159;2.87;44.7
07/10/2023 00:00:00;53.226;22.82;2.542;4.94;41.1
08/10/2023 00:00:00;6.423;3.043;0.623;1.314;4
09/10/2023 00:00:00;26.251;10.496;2.085;5.931;35.70000000000073
10/10/2023 00:00:00;51.911;19.704;0.89;2.489;36.8
11/10/2023 00:00:00;31.575;12.471;2.824;6.557;48.9
12/10/2023 00:00:00;26.145;11.424;2.917;7.823;32.400000000001455
13/10/2023 00:00:00;34.087;13.873;2.284;6.961;40.5
14/10/2023 00:00:00;65.315;30.295;0.642;1.726;37.2
15/10/2023 00:00:00;65.315;30.295;0.642;1.726;null
16/10/2023 00:00:00;60.964;27.095;1.421;3.786;38.400000000001455
17/10/2023 00:00:00;59.428;26.585;0.826;1.698;44.20000000000073
18/10/2023 00:00:00;53.803000000000004;23.783;0.847;1.759;36
19/10/2023 00:00:00;60.748;27.939;1.086;2.179;37
20/10/2023 00:00:00;52.773;22.167;0.796;2.017;38
21/10/2023 00:00:00;60.669;28.508;0.875;1.864;41.2
22/10/2023 00:00:00;60.669;28.508;0.875;1.864;5.3
23/10/2023 00:00:00;46.605000000000004;19.902;1.468;4.051;36.6
24/10/2023 00:00:00;65.162;28.869;0.694;1.601;40.5
25/10/2023 00:00:00;58.683;26.702;0.806;2.027;39.9
26/10/2023 00:00:00;47.371;21.639;6.02628001812415;11.595466434176112;32.6
27/10/2023 00:00:00;55;24.677;0.741;1.61;31.3
28/10/2023 00:00:00;60.527;27.128;1.169;3.058;39
29/10/2023 00:00:00;6.202;2.118;null;null;null
30/10/2023 00:00:00;58.473;25.91;1.056;2.389;40.900000000001455
31/10/2023 00:00:00;60.432;27.177;1.276;3.075;40.4
01/11/2023 00:00:00;65.846;28.395000000000003;1.075;2.32;44.5
02/11/2023 00:00:00;51.942;22.58;1.104;2.487;35.6
03/11/2023 00:00:00;39.627;16.796;0.632;1.493;20.5
04/11/2023 00:00:00;72.522;33.258;1.117;2.47;47.70000000000073
05/11/2023 00:00:00;6.377;3.074;0.4077152265955779;0.8458035133376709;2.6
06/11/2023 00:00:00;33.444;13.816;1.649;5.32;27.100000000002183
07/11/2023 00:00:00;79.209;36.583;0.68;1.505;49.4
08/11/2023 00:00:00;53.682;22.641000000000002;1.183;2.99;40.4
09/11/2023 00:00:00;48.705;21.105;1.234;2.61;34.3
10/11/2023 00:00:00;60.243;27.18;0.989;1.827;6.2
11/11/2023 00:00:00;72.941;33.162;null;null;null
12/11/2023 00:00:00;72.941;33.162;null;null;null
13/11/2023 00:00:00;65.706;28.096;null;null;null
14/11/2023 00:00:00;80.586;35.67100000000001;3.505338519087373;7.628032345013477;141.5
15/11/2023 00:00:00;67.8;30.45;1.638;3.799;69.3
16/11/2023 00:00:00;59.727000000000004;28.413;0.688;1.466;33
17/11/2023 00:00:00;65.575;28.343;0.771;1.844;42.70000000000073
18/11/2023 00:00:00;72.459;33.144;0.648;1.436;43.6
19/11/2023 00:00:00;6.547;3.139;0.5651443409195052;1.178719337368589;3.8
20/11/2023 00:00:00;60.844;25.271;1.126;3.244;39.3
21/11/2023 00:00:00;53.699000000000005;23.942;0.936;1.984;40.8
22/11/2023 00:00:00;66.131;28.704;0.64;1.474;42.4
23/11/2023 00:00:00;80.218;36.391;0.588;1.333;43.70000000000073
24/11/2023 00:00:00;60.639;26.369;0.772;1.709;38.400000000001455
25/11/2023 00:00:00;66.221;32.155;1.202;2.287;43
26/11/2023 00:00:00;6.515;3.626;0.19953952417498083;0.3585217870932157;1.3
27/11/2023 00:00:00;55.602000000000004;23.267;0.72;1.724;38.5
28/11/2023 00:00:00;86.864;39.052;0.654;1.503;51.1
29/11/2023 00:00:00;67.168;29.912;1.097;2.205;46
30/11/2023 00:00:00;73.822;34.604;0.731;1.625;46.60000000000218
01/12/2023 00:00:00;61.736;26.127;0.722;1.747;38.3
02/12/2023 00:00:00;46.711;19.871;1.278;3.154;30.3
03/12/2023 00:00:00;46.15;22.102;1.003;2.076;28.1
