CLML;Cuiseur2PMP_J;Cuiseur2PSF_J;Cuiseur2Ratio_MP_J;Cuiseur2Ratio_PSF_J;Cuiseur2Tonne_J
04/12/2023 00:00:00;67.493;30.208000000000002;0.904;2.296;43.400000000001455
05/12/2023 00:00:00;82.186;38.17;0.83;1.695;48.5
06/12/2023 00:00:00;73.071;32.346;0.671;1.481;45.6
07/12/2023 00:00:00;61.269;26.205;0.716;1.624;40.5
08/12/2023 00:00:00;60.096000000000004;26.321;0.734;1.708;37.3
09/12/2023 00:00:00;72.37400000000001;35.546;0.623;1.263;41.4
10/12/2023 00:00:00;18.918;10.204;1.082;2.28;11.6
11/12/2023 00:00:00;60.558;27.319;0.918;2.32;40.8
12/12/2023 00:00:00;79.107;37.696000000000005;0.684;1.426;48.5
13/12/2023 00:00:00;81.078;38.503;0.717;1.418;49.8
14/12/2023 00:00:00;52.923;23.214;0.822;1.702;35.8
15/12/2023 00:00:00;61.204;28.037;0.78;1.762;40.5
16/12/2023 00:00:00;72.801;31.830000000000002;0.662;1.514;48.3
17/12/2023 00:00:00;18.76;8.662;0.39;0.794;5.1
18/12/2023 00:00:00;73.10600000000001;32.924;0.696;1.509;45.70000000000073
19/12/2023 00:00:00;74.396;34.308;0.904;1.829;49.5
20/12/2023 00:00:00;79.973;36.996;0.618;1.324;48.5
21/12/2023 00:00:00;77.117;36.812;0.649;1.299;46.1
22/12/2023 00:00:00;73.356;33.223;0.801;1.547;42.2
23/12/2023 00:00:00;67.85;30.762;1.019;2.241;43.6
24/12/2023 00:00:00;20.297;9.692;0.682;1.443;9
25/12/2023 00:00:00;67.745;29.654;0.871;2.162;46.6
26/12/2023 00:00:00;82.012;37.743;0.637;1.407;46.7
27/12/2023 00:00:00;75.174;34.029;0.769;1.645;50.1
28/12/2023 00:00:00;74.75899999999999;32.782000000000004;1.158;2.76;50.20000000000073
29/12/2023 00:00:00;66.225;27.083;1.524;4.216;47.4
30/12/2023 00:00:00;81.754;37.889;0.794;1.657;52
31/12/2023 00:00:00;40.962;19.836;0.946;2.151;22.3
01/01/2024 00:00:00;40.962;19.836;0.946;2.151;null
02/01/2024 00:00:00;46.662;18.498;0.99;2.381;33.1
03/01/2024 00:00:00;60.028;27.484;4.998521147589471;9.651627641347801;39.9
04/01/2024 00:00:00;59.511;26.025;0.795;1.715;41.7
05/01/2024 00:00:00;54.129000000000005;25.205;1.172;2.257;38.1
06/01/2024 00:00:00;69.791;30.661;0.685;1.554;44.20000000000073
07/01/2024 00:00:00;12.954;7.03;0.608;1.08;4.9
08/01/2024 00:00:00;55.253;22.075;0.996;2.454;39.5
09/01/2024 00:00:00;86.62;39.831;0.649;1.423;50.9
10/01/2024 00:00:00;75.437;34.233;0.967;2.225;47.60000000000218
11/01/2024 00:00:00;60.451;26.719;1.176;2.713;43
12/01/2024 00:00:00;82.342;37.921;0.643;1.452;45
13/01/2024 00:00:00;51.576;25.012;0.895;1.779;31.3
14/01/2024 00:00:00;51.576;25.012;0.895;1.779;null
15/01/2024 00:00:00;61.142;26.856;0.829;2.116;40.5
16/01/2024 00:00:00;73.086;30.86;1.026;2.464;46.9
17/01/2024 00:00:00;73.789;33.58;1.151;2.586;45.900000000001455
18/01/2024 00:00:00;52.363;23.326;0.829;1.808;37.4
19/01/2024 00:00:00;67.039;29.662;0.674;1.481;39.5
20/01/2024 00:00:00;66.767;31.047;1;2.06;42.3
21/01/2024 00:00:00;66.767;31.047;1;2.06;null
22/01/2024 00:00:00;33.533;14.565;0.962;2.771362586605081;26.9
23/01/2024 00:00:00;73.85;31.018;0.686;1.633;49.4
24/01/2024 00:00:00;73.706;32.752;0.789;1.906;47.4
25/01/2024 00:00:00;66.94;29.751;0.67;1.497;44.5
26/01/2024 00:00:00;73.773;34.562;0.676;1.448;45.5
27/01/2024 00:00:00;87.453;43.069;2.555;5.133;49.9
28/01/2024 00:00:00;6.428;3.488;0.185;0.371;3.6
29/01/2024 00:00:00;54.425;24.089;1.903;3.824;37.1
30/01/2024 00:00:00;74.19500000000001;34.914;0.688;1.494;47.2
31/01/2024 00:00:00;46.89;21.562;0.907;1.973;37.2
01/02/2024 00:00:00;52.949;23.641000000000002;0.859;1.866;34.6
02/02/2024 00:00:00;52.625;23.794;0.913;1.835;37.900000000001455
03/02/2024 00:00:00;66.469;31.733;0.73;1.536;48.6
04/02/2024 00:00:00;72.975;34.938;0.675;1.387;18
05/02/2024 00:00:00;54.659;24.538;1.528;3.672;47.5
06/02/2024 00:00:00;71.114;32.954;0.837;1.806;49.6
07/02/2024 00:00:00;66.45;31.082;0.952;1.803;45.6
08/02/2024 00:00:00;80.778;38.6;1.181;2.29;51.200000000004366
09/02/2024 00:00:00;71.298;34.16;1.276;2.579;46.5
10/02/2024 00:00:00;80.436;38.628;1.138;2.247;50.6
11/02/2024 00:00:00;12.682;6.38;1.104;2.391;8.1
12/02/2024 00:00:00;59.517;27.175;0.783;1.677;41.900000000001455
13/02/2024 00:00:00;80.54100000000001;37.076;0.779;1.916;48.4
14/02/2024 00:00:00;65.478;30.62;1.113;1.937;49.8
15/02/2024 00:00:00;72.597;33.714;0.664;1.528;52.3
16/02/2024 00:00:00;45.624;21.065;6.125574272588055;12.554927809165097;50.7
17/02/2024 00:00:00;66.659;29.908;1.245;2.701;53.4
18/02/2024 00:00:00;33.699;15.946;0.681;1.396;17.6
19/02/2024 00:00:00;69.086;30.214;1.204;2.917;47.30000000000291
20/02/2024 00:00:00;72.484;32.501000000000005;1.104;2.169;52.2
21/02/2024 00:00:00;73.723;32.889;0.741;1.684;48.8
22/02/2024 00:00:00;61.162;25.103;1.419;3.595;45
23/02/2024 00:00:00;81.593;36.59;0.708;1.584;54.8
24/02/2024 00:00:00;79.405;38.001;0.724;1.466;53.6
25/02/2024 00:00:00;33.717;16.744;0.638;1.283;18.6
26/02/2024 00:00:00;41.368;17.637;0.952;2.256;35.80000000000291
27/02/2024 00:00:00;79.464;35.815000000000005;3.408;6.971;49.4
28/02/2024 00:00:00;45.168000000000006;19.607;1.043;2.162;42.4
29/02/2024 00:00:00;66.89;29.138;3.485;6.85337726523888;41.80000000000291
01/03/2024 00:00:00;58.886;25.128;0.758;1.709;32.8
02/03/2024 00:00:00;79.611;37.414;0.827;1.823;46.9
03/03/2024 00:00:00;25.724;13.284;0.685;1.273;11
04/03/2024 00:00:00;59.079;25.778;0.846;1.788;37.80000000000291
05/03/2024 00:00:00;81.127;38.293;0.712;1.424;47
06/03/2024 00:00:00;59.749;25.243000000000002;0.908;2.058;33.2
07/03/2024 00:00:00;47.413;19.584;0.783;1.935;33
08/03/2024 00:00:00;60.901;27.445;0.606;1.333;47.1
09/03/2024 00:00:00;60.901;27.445;0.606;1.333;48.2
10/03/2024 00:00:00;60.901;27.445;0.606;1.333;23.2
11/03/2024 00:00:00;66.36500000000001;33.293;1.707;3.106;37.2
12/03/2024 00:00:00;60.351;26.287;0.752;1.727;45.5
13/03/2024 00:00:00;52.733000000000004;23.102;2.082591669633321;3.91435262629642;35.2
14/03/2024 00:00:00;73.604;34.299;0.646;1.475;44.8
15/03/2024 00:00:00;60.175;28.237;0.735;1.561;38.5
16/03/2024 00:00:00;65.989;31.692;0.997;1.757;40.5
17/03/2024 00:00:00;6.293;3.208;0.5243921817892896;1.029;3.3000000000029104
18/03/2024 00:00:00;46.177;18.591;1.088;2.788;29.30000000000291
19/03/2024 00:00:00;61.43300000000001;26.932;0.919;1.824;43.1
20/03/2024 00:00:00;52.801;21.213;0.586;1.537;30.2
21/03/2024 00:00:00;58.066;24.714;0.631;1.495;36.7
22/03/2024 00:00:00;65.01;30.548;0.644;1.356;41.1
23/03/2024 00:00:00;67.306;29.405;0.633;1.504;39.3
24/03/2024 00:00:00;6.877;3.001;0.8579322378944307;1.9660113295568147;5.9
25/03/2024 00:00:00;45.334;19.197000000000003;1.291;2.918;33.6
26/03/2024 00:00:00;69.63;30.353;4.516736120446296;12.848948374760994;39.5
27/03/2024 00:00:00;53.822;24.102;0.659;1.365;33
28/03/2024 00:00:00;60.429;28.536;0.617;1.29;36.80000000000291
29/03/2024 00:00:00;58.742;27.937;0.567;1.112;17.900000000001455
30/03/2024 00:00:00;60.21;28.407;1.197;2.43;58.900000000001455
31/03/2024 00:00:00;66.773;31.453;0.35;0.755;4.4
01/04/2024 00:00:00;56.083;22.561;1.026;2.681;34.80000000000291
02/04/2024 00:00:00;67.063;30.178;1.064;2.179;42.8
03/04/2024 00:00:00;61.762;27.342;0.704;1.518;38.8
04/04/2024 00:00:00;60.618;27.091;0.708;1.58;40.200000000004366
05/04/2024 00:00:00;53.763;23.447;0.653;1.498;35.2
06/04/2024 00:00:00;66.32600000000001;31.089000000000002;0.713;1.529;44.5
07/04/2024 00:00:00;53.873000000000005;23.245;0.695;1.482;32.8
08/04/2024 00:00:00;60.193999999999996;25.407;0.5449048077881516;1.2909828000157435;null
